,0,1,2,3,4,5,6,7,8,9
0,0.0006833670172959308,0.00034223406964141223,0.0002662061354172019,5.355131665440185e-05,9.319383901283504e-06,0.00015087432163191222,0.000576528927744211,0.00016774345008228455,0.00012850868823904743,-3.349406213097279e-05
1,0.00034223406964141223,0.0009221072330284723,0.00045593451250154393,0.00017751884782713905,0.0001868213377813981,0.00027540675293576876,0.00039050740865058956,0.00023730699261321678,0.0002824583870139873,0.0001365676210666485
2,0.0002662061354172019,0.00045593451250154393,0.0007672481630251291,0.0001323379154346353,0.00017242618567380816,0.00021458127010184013,0.0003394430207192833,0.00019221044079990667,0.000231727352335884,0.00017937743515614602
3,5.355131665440185e-05,0.00017751884782713905,0.0001323379154346353,0.00040934242256249366,0.00027111809950792034,0.00016974297877261313,6.336926467855873e-05,0.00017372636064374853,0.0001447688013221261,0.00033436196098265763
4,9.319383901283504e-06,0.0001868213377813981,0.00017242618567380816,0.00027111809950792034,0.00040628586184663826,0.0001496749048700045,7.3378674953905195e-06,0.00014469723843907429,0.00014631001338294175,0.000358917134897039
5,0.00015087432163191222,0.00027540675293576876,0.00021458127010184013,0.00016974297877261313,0.0001496749048700045,0.0003748314139653345,0.0001663453983220061,0.0001954943580253935,0.00019775585942023857,0.00011004915026561017
6,0.000576528927744211,0.00039050740865058956,0.0003394430207192833,6.336926467855873e-05,7.3378674953905195e-06,0.0001663453983220061,0.0007048446248150549,0.00018617446101244824,0.00014821457567867186,-3.9227699364803654e-05
7,0.00016774345008228455,0.00023730699261321678,0.00019221044079990667,0.00017372636064374853,0.00014469723843907429,0.0001954943580253935,0.00018617446101244824,0.00029784633476506045,0.00018586148258995717,0.00010369292594222453
8,0.00012850868823904743,0.0002824583870139873,0.000231727352335884,0.0001447688013221261,0.00014631001338294175,0.00019775585942023857,0.00014821457567867186,0.00018586148258995717,0.0005415902005971176,0.00011077845278400461
9,-3.349406213097279e-05,0.0001365676210666485,0.00017937743515614602,0.00033436196098265763,0.000358917134897039,0.00011004915026561017,-3.9227699364803654e-05,0.00010369292594222453,0.00011077845278400461,0.0010260777506209625
